repo,tier,issue_idx,base_commit,commit_date,python_loc,n_source_files,file_type,body_len,title,source_files
scikit-learn,large,24,4ac6a90a82e4a8d7b5338c18ae8a16559c98ba10,2015-08-13,67666,1,single,144,LatentDirichletAllocation has superfluous attributes,['sklearn/decomposition/online_lda.py']
scikit-learn,large,25,0e8e38e3b2f4b79f03fe8a3e655b9f506ab0f2a6,2012-04-27,36654,1,single,140,Arpack wrappers fail with new scipy,['sklearn/utils/arpack.py']
scikit-learn,large,26,bb7e34bc52461749e6014787a05a9507eda11011,2021-10-30,127576,1,single,308,CI with boundscheck=False,['sklearn/_build_utils/__init__.py']
scikit-learn,large,28,41e129f1a6eb17a39ff0b25f682d903d0ae3c5af,2017-06-22,86278,1,single,1780,PERF : StratifiedShuffleSplit is slow when using large number of classes,['sklearn/model_selection/_split.py']
scikit-learn,large,29,4143356c3c51831300789e4fdf795d83716dbab6,2018-06-15,86588,1,single,491,Should mixture models have a clusterer-compatible interface,['sklearn/mixture/base.py']
scikit-learn,large,30,d7795a431e30d23f7e8499bdbe89dbdc6e9a068e,2020-01-04,98897,1,single,721,Possible infinite loop iterations in synthetic data sets generation module,['sklearn/datasets/_samples_generator.py']
scikit-learn,large,31,0e3cbbdcdfeec1c6b10aea11524add6350a8f4e0,2012-07-11,37924,4,multi,1707,Speed up tree construction,"['sklearn/ensemble/_gradient_boosting.c', 'sklearn/ensemble/gradient_boosting.py', 'sklearn/ensemble/forest.py', 'sklearn/tree/tree.py']"
scikit-learn,large,32,77aeb825b6494de1e3a2c1e7233b182e05d55ab0,2023-12-18,148146,1,single,9171,Ensure that we have an example in the docstring of each public function or class,['sklearn/datasets/_samples_generator.py']
scikit-learn,large,33,e11c4d21a4579f0d49f414a4b76e386f80f0f074,2022-02-16,129545,1,single,739,sklearn.datasets.load_files select file extension,['sklearn/datasets/_base.py']
scikit-learn,large,34,cdd693bf955acd2a97cce48011d168c6b1ef316d,2017-03-04,86382,1,single,392,Matplotlib update on CI makes example look different,['examples/svm/plot_separating_hyperplane.py']
scikit-learn,large,35,839b356f45fac7724eab739dcc129a0c8f650a23,2020-04-27,101916,12,multi,1745,Implement SLEP009: keyword-only arguments,"['sklearn/datasets/_openml.py', 'sklearn/datasets/_california_housing.py', 'sklearn/datasets/_base.py', 'sklearn/datasets/_covtype.py', 'sklearn/datasets/_twenty_newsgroups.py', 'sklearn/datasets/_olivetti_faces.py', 'sklearn/datasets/_samples_generator.py', 'sklearn/datasets/_species_distributions.py', 'sklearn/datasets/_svmlight_format_io.py', 'sklearn/datasets/_rcv1.py', 'sklearn/datasets/_kddcup99.py', 'sklearn/datasets/_lfw.py']"
scikit-learn,large,37,45019594938f92f3344c80bb0d351793dd91334b,2022-11-30,137552,1,single,3347,SimpleImputer to Crash on Constant Imputation with string value when dataset is encoded Numerically,['sklearn/impute/_base.py']
scikit-learn,large,38,5ad3421a5b5759ecfaaab93406592d988f5d487f,2022-02-22,129894,1,single,1422,Add Pre-fit Model to Stacking Model,['sklearn/ensemble/_stacking.py']
scikit-learn,large,39,9b2aac9e5c8749243c73f2377519d2f2c407b095,2016-10-07,85540,1,single,2010,"When min_samples_split and min_samples_leaf are greater than or equal to 1.0 and 0.5, no error is thrown.",['sklearn/tree/tree.py']
scikit-learn,large,40,86476582a3759b82fd163d27522bd2de6ad95b6c,2019-02-26,101105,3,multi,338,TST: optics function is not tested,"['sklearn/cluster/__init__.py', 'sklearn/cluster/optics_.py', 'sklearn/cluster/dbscan_.py']"
scikit-learn,large,41,ebf2bf81075ae1f4eb47ea0f54981c512bda5ceb,2017-06-23,86337,7,multi,618,Deprecate n_iter in SGDClassifier and implement max_iter.,"['examples/linear_model/plot_sgd_separating_hyperplane.py', 'sklearn/linear_model/passive_aggressive.py', 'examples/linear_model/plot_sgd_weighted_samples.py', 'sklearn/linear_model/perceptron.py', 'examples/linear_model/plot_sgd_iris.py', 'sklearn/linear_model/stochastic_gradient.py', 'sklearn/utils/estimator_checks.py']"
scikit-learn,large,42,dc1cad2b3fddb8b9069d7cfd89cb1039260baf8e,2024-06-14,154230,1,single,1272,`min_samples` in HDSCAN,['sklearn/cluster/_hdbscan/hdbscan.py']
scikit-learn,large,43,127415b209ca1df3f8502bdf74de56c33aff2565,2012-06-13,37520,7,multi,182,add predict and fit_predict to more clustering algorithms,"['sklearn/cluster/hierarchical.py', 'sklearn/cluster/mean_shift_.py', 'sklearn/base.py', 'sklearn/cluster/affinity_propagation_.py', 'sklearn/cluster/dbscan_.py', 'sklearn/cluster/k_means_.py', 'sklearn/cluster/spectral.py']"
scikit-learn,large,44,9385c45c0379ceab913daa811b1e7d4128faee35,2015-05-19,65549,2,multi,556,cross_val_predict AttributeError with lists,"['sklearn/cross_validation.py', 'sklearn/utils/mocking.py']"
scikit-learn,large,45,053d2d1af477d9dc17e69162b9f2298c0fda5905,2021-05-17,111408,2,multi,762,[RFC] Minimal scipy version for 1.0 (or 0.26) release,"['sklearn/decomposition/_truncated_svd.py', 'sklearn/_min_dependencies.py']"
scikit-learn,large,46,a0ba256dbe9380b5d2cf9cee133482fc87768267,2021-02-15,110072,1,single,812,Poisson criterion in RandomForestRegressor,['sklearn/ensemble/_forest.py']
scikit-learn,large,47,8453daa6b983ee2fd73d537e81e58b3f6b0e3147,2015-06-08,66351,1,single,195,RidgeClassifier triggers data copy,['sklearn/linear_model/ridge.py']
scikit-learn,large,48,c9e227b70d64f73b953d8d60629d6ac63e02a91c,2016-09-22,85246,1,single,691,"float numbers can't be set to RFECV's parameter ""step""",['sklearn/feature_selection/rfe.py']
scikit-learn,large,49,9b42b0cc7d5cf6978805619bc2433e3888c38d0c,2020-07-06,103856,1,single,492,l1_ratio in sklearn.linear_model's ElasticNet greater than 1?,['sklearn/linear_model/_coordinate_descent.py']
scikit-learn,large,51,e25e8e2119ab6c5aa5072b05c0eb60b10aee4b05,2025-02-06,159973,3,multi,4479,Incorrect sample weight handling in `KBinsDiscretizer`,"['sklearn/utils/_indexing.py', 'sklearn/utils/stats.py', 'sklearn/preprocessing/_discretization.py']"
scikit-learn,large,52,dcfb3df9a3df5aa2a608248316d537cd6b3643ee,2020-03-23,101089,2,multi,273,var.monotone option in GradientBoosting,"['sklearn/ensemble/_hist_gradient_boosting/grower.py', 'sklearn/ensemble/_hist_gradient_boosting/gradient_boosting.py']"
scikit-learn,large,53,417788c6a54c39614b82acf1a04b1f97f8a32199,2016-05-14,82298,2,multi,3422,"""scoring must return a number"" error with custom scorer","['sklearn/model_selection/_validation.py', 'sklearn/cross_validation.py']"
scikit-learn,large,54,3f49cee020a91a0be5d0d5602d29b3eefce9d758,2014-10-29,60922,2,multi,966,preprocessing.scale provides consistent results on arrays with zero variance,"['sklearn/preprocessing/_weights.py', 'sklearn/preprocessing/data.py']"
scikit-learn,large,55,eda99f3cec70ba90303de0ef3ab7f988657fadb9,2019-04-09,102587,1,single,2544,return_intercept==True in ridge_regression raises an exception,['sklearn/linear_model/ridge.py']
scikit-learn,large,56,f7026b04f5e5909aa15848b25de2becd675871a9,2013-09-23,51468,1,single,170,Multinomial Naive Bayes: Scikit and Weka have different results,['sklearn/cross_validation.py']
localstack,large,0,737ca72b7bce6e377dd6876eacee63338fa8c30c,2019-09-03,10877,2,multi,6908,ERROR:localstack.services.generic_proxy: Error forwarding request:,"['localstack/config.py', 'localstack/services/kinesis/kinesis_starter.py']"
localstack,large,1,65b807e4e95fe6da3e30f13e4271dc9dcfaa334e,2017-10-10,6748,1,single,4108,Dynamodbstreams Use Kinesis Shard Identifiers,['localstack/services/dynamodbstreams/dynamodbstreams_api.py']
localstack,large,2,2fe8440b619329891db150e45910e8aaad97b7ce,2021-11-25,38683,1,single,13361,bug: The Content-MD5 you specified did not match what we received,['localstack/services/s3/s3_listener.py']
localstack,large,3,8c9d9b0475247f667a0f184f2fbc6d66b955749f,2024-10-21,213189,2,multi,10760,bug: API Gateway does not persist correctly when you restart the localstack docker container,"['localstack-core/localstack/services/apigateway/next_gen/execute_api/router.py', 'localstack-core/localstack/services/apigateway/next_gen/provider.py']"
localstack,large,4,9f1b9dbf60f406e8d6205402b8ac078195cd0c01,2022-09-05,115890,2,multi,4637,bug: AWS::NoValue produces error when used in IAM policy template,"['localstack/services/cloudformation/models/cloudwatch.py', 'localstack/services/cloudformation/models/iam.py']"
localstack,large,5,6c8f52d42563c1207a8cb3fbbfccb6d4af2a0670,2019-11-09,11582,1,single,2965,S3 object metadata not saved when uploaded with presigned url,['localstack/services/s3/s3_listener.py']
localstack,large,7,78f635ad3a8f819645f3991dfd244ff09f06a7f0,2023-08-09,169193,1,single,20851,bug: CDK Table build with replicationRegions failing on latest,['localstack/services/cloudformation/engine/template_deployer.py']
localstack,large,8,f4a188b6d51155a0831a3246f1d8e4f4be835861,2021-10-02,33863,1,single,3256,bug: LAMBDA_DOCKER_FLAGS doesn't work with -e,['localstack/services/awslambda/lambda_executors.py']
localstack,large,9,dec1ba1b94153a4380cc94a0c8bd805f8922b6e3,2020-12-16,19153,1,single,4191,Illegal path is passed into the HEAD request during the object download,['localstack/services/s3/s3_listener.py']
localstack,large,10,0bdfa27ab6cce6f82243470d1e48d283e01aa84c,2022-11-17,128515,1,single,11765,bug: InvalidParameterException when sending to SNS topic since version 1.2,['localstack/services/sns/provider.py']
localstack,large,11,91859102289e257e360682887e871c6a4bfbd75d,2017-12-28,7224,2,multi,514,CloudWatch listener returns Internal Server Error,"['localstack/constants.py', 'localstack/services/install.py']"
localstack,large,12,60d2c3dc68d9fae0f1e0acb7d0c705df408bd8c5,2021-12-28,41887,3,multi,945,bug: State machines in non-default regions can't be deleted and fail to create proper ARN,"['localstack/services/stepfunctions/stepfunctions_listener.py', 'localstack/services/stepfunctions/stepfunctions_starter.py', 'localstack/services/install.py']"
localstack,large,13,b302f2939d4f39432ccd565ab44d040dc1be4eea,2023-03-09,149766,1,single,3776,bug: KMS Alias Creation Fails to Return Error,['localstack/services/kms/provider.py']
localstack,large,15,5b6eee89f41af000b2da5ff43e3292529ff4c56f,2020-02-11,13070,1,single,2086,SNS: unable to ConfirmSubscription: Topic not found,['localstack/services/sns/sns_listener.py']
localstack,large,16,e65705a6ebf93ed7fbb05b690ebeb2c9c4aa88ae,2019-10-08,11137,2,multi,423,Presigned S3 url doesnt notify sqs ,"['localstack/services/generic_proxy.py', 'localstack/services/s3/s3_listener.py']"
localstack,large,17,3cc0541a260c2f2af90e435f333c623e84ed4880,2021-06-16,27129,3,multi,735,Consider Kinesis-Mock over Kinesalite,"['localstack/config.py', 'localstack/services/kinesis/kinesis_starter.py', 'localstack/services/kinesis/kinesis_listener.py']"
localstack,large,18,31286eb81823ee97e4e4a6b519abab9efcffe091,2022-08-30,113234,4,multi,10479,samlocal not returning on second and later deploys,"['localstack/utils/cloudformation/template_deployer.py', 'localstack/services/cloudformation/models/cdk.py', 'localstack/services/cloudformation/models/ec2.py', 'localstack/services/cloudformation/provider.py']"
localstack,large,19,0cf839ae1237e9b5aa9479d80e8f3f1eb3b79b5d,2020-05-02,15056,7,multi,187,Data persistence for all services,"['localstack/constants.py', 'localstack/utils/persistence.py', 'localstack/services/ssm/ssm_listener.py', 'localstack/plugins.py', 'localstack/services/infra.py', 'localstack/services/secretsmanager/secretsmanager_starter.py', 'localstack/services/s3/s3_listener.py']"
localstack,large,20,23cd5fba5b3a2012f280a10b0d7266514fc46eb5,2019-11-09,11552,1,single,1044,"Unable to use self-signed certs - CN incorrect, and/or missing subject alternative name field",['localstack/utils/common.py']
localstack,large,21,c2c025a96888ce091adc4d9c6c9053af86704c4f,2021-01-29,23105,1,single,846,SNS Fifo topic ,['localstack/services/awslambda/lambda_api.py']
localstack,large,22,3a6a3301fca769f2b9c5adbc5c19db442c02e03c,2023-07-17,164283,3,multi,703,enhancement request: support for s3:ObjectRestore:* bucket notifications,"['localstack/services/events/provider.py', 'localstack/services/s3/notifications.py', 'localstack/services/s3/provider.py']"
localstack,large,23,784d5c3329b9fd0b77db92ee464c2f5404eab93b,2017-08-30,6358,1,single,408,Pass custom environment variables to lambda functions,['localstack/services/awslambda/lambda_api.py']
localstack,large,24,83ff0cb0a0366db3c8067eef40b7869f15e7d05e,2020-11-16,18277,2,multi,4451,Route53 Add HostedZone or Add recordSet failing when done via terraform ,"['localstack/plugins.py', 'localstack/services/infra.py']"
localstack,large,25,6aafbcdebade24b26705913cbc413dc7d50dad7a,2024-07-16,203974,2,multi,2134,bug: get-parameter and get-parameters on SSM does not work with ARNs (Localstack 3.5.0),"['localstack-core/localstack/utils/aws/arns.py', 'localstack-core/localstack/services/ssm/provider.py']"
localstack,large,26,1aad84d96159f6d12f872357e04f080a39836f5f,2024-07-29,206778,3,multi,2239,bug: API Gateway V1 (targeted to Lambda) gives 500 error with // in path,"['localstack-core/localstack/services/apigateway/next_gen/execute_api/integrations/aws.py', 'localstack-core/localstack/services/apigateway/helpers.py', 'localstack-core/localstack/services/apigateway/context.py']"
localstack,large,27,61535b7d970493d9bb6740a03d698d075dd0a3b9,2024-12-23,220044,1,single,2723,bug: KMS DeriveSharedSecret does not work symmetrically,['localstack-core/localstack/services/kms/models.py']
localstack,large,29,28d3b76087979229f586911423307e6fd8995f19,2020-04-18,14638,1,single,1173,[IAM] AmazonIdentityManagement with null message is thrown instead of EntityAlreadyExistsException,['localstack/services/iam/iam_listener.py']
localstack,large,30,581980f89037694181765dfa400ce9f75c6a01ed,2021-08-30,31595,2,multi,134,feature request: ConfigService,"['localstack/plugins.py', 'localstack/services/support/support_starter.py']"
localstack,large,32,debb24a792a7e2a1751ddf1f30d5c79f80b4885f,2018-05-01,7809,3,multi,460,Uploading to S3 presigned URLs doesn't check Content-MD5 or other presigned constraints,"['localstack/services/kinesis/kinesis_listener.py', 'localstack/services/generic_proxy.py', 'localstack/services/s3/s3_listener.py']"
localstack,large,33,2641d910cc5f1a04f70dd60a7ebfc25cd716bcd6,2020-01-02,12641,2,multi,230,changeMessageVisibility function doesn't work,"['localstack/utils/aws/aws_stack.py', 'localstack/services/sqs/sqs_listener.py']"
localstack,large,34,a258338f5c88f49b517f7ecf66be113e481a0afe,2022-08-02,111857,1,single,1545,bug: Can't get SSM secret parameter using localstack.,['localstack/services/ssm/provider.py']
localstack,large,35,177fc797678664a0c06b8c6c434330cef44541a1,2017-11-22,6875,1,single,1903,Underscore converted to hyphen while put it as metadata using amazon-sdk,['localstack/services/generic_proxy.py']
localstack,large,36,b09c4f89481cec43b3d126c15050910cae81e9d1,2022-02-01,47655,2,multi,1189,bug: `AmazonopensearchserviceDestinationConfiguration` is not supported for Firehose-Streams,"['localstack/utils/aws/aws_stack.py', 'localstack/services/firehose/provider.py']"
localstack,large,38,651f87eb51c36f7e58b421acf8e9966a8932feb1,2020-04-11,14388,1,single,725,Displaying the version details in the logs,['localstack/utils/cli.py']
localstack,large,39,2d3a44fdb977213589ba202a5e495710097ce88b,2019-12-12,12324,1,single,2552,"Lambda executor ""docker-reuse"" errors with ""tcp :9001: bind: address already in use""",['localstack/services/awslambda/lambda_executors.py']
localstack,large,40,8433682f8ad29dc23a5e909cb229d0cb033beeaa,2020-04-21,14699,1,single,1202,s3.upload returns `Location: http://localhost:4566`,['localstack/services/edge.py']
pandas,large,0,51a70dcb7133bc7cb8e6bea5da39a2cf58fa8319,2015-10-13,83320,1,single,757,PERF: checking is_monotonic_increasing/decreasing before sorting on an index,['pandas/core/frame.py']
pandas,large,1,862cd05df4452592a99dd1a4fa10ce8cfb3766f7,2020-12-07,144439,2,multi,1484,ENH: improve the resulting dtype for groupby operations on nullable dtypes,"['pandas/core/dtypes/cast.py', 'pandas/core/groupby/ops.py']"
pandas,large,3,e88c39225ef545123860c679822f1b567fe65c27,2020-03-27,134833,1,single,457,DOC: Data links in Pandas API Reference are broken 404,['pandas/plotting/_misc.py']
pandas,large,4,674fb96b33c07c680844f674fcdf0767b6e3c2f9,2017-11-26,100835,1,single,2680,read_json(lines=True) broken for s3 urls in Python 3 (v0.20.3),['pandas/io/json/json.py']
pandas,large,5,d558bce8e9d5d4adfb0ab587be20b8a231dd1eea,2021-02-05,148206,1,single,4023,"BUG: ValueError on "".transform"" method applied to an empty DataFrame",['pandas/core/aggregation.py']
pandas,large,7,710df2140555030e4d86e669d6df2deb852bcaf5,2019-12-26,131831,1,single,103,DTA/TDA/PA inplace methods should actually be inplace,['pandas/core/arrays/datetimelike.py']
pandas,large,8,0b74c72e1c7fe320440fa97a3d256107ea329307,2015-06-20,79371,3,multi,967,"ExcelFile parse of empty sheet fails with ""IndexError: list index out of range""","['pandas/core/frame.py', 'vb_suite/packers.py', 'pandas/io/excel.py']"
pandas,large,9,d865e5213515cef6344f16f4c77386be9ce8f223,2018-11-24,120423,1,single,435,equality comparison with a scalar is slow for category (performance regression),['pandas/core/arrays/categorical.py']
pandas,large,10,923ac2bdee409e4fa8c47414b07f52e036bb21bc,2019-03-26,125527,1,single,255,Use Substitution Decorator for CustomBusinessMonthEnd,['pandas/tseries/offsets.py']
pandas,large,11,9b4dfa195e3f23d81389745c26bff8e0087e74b0,2020-11-17,142458,1,single,2053,Replacing multiple columns (or just one) with iloc does not work,['pandas/core/indexing.py']
pandas,large,12,896256ee02273bebf723428ee41cab31930a69f4,2021-05-18,158537,1,single,143,"DOC: pandas.Series(data=None, index=None, dtype=None, name=None, copy=False, fastpath=False)",['pandas/core/series.py']
pandas,large,14,324208eaa66a528f1e88f938c71c2d8efb8304f3,2014-06-18,69176,1,single,61,BUG: loc should not fallback for integer indexing for multi-index,['pandas/core/index.py']
pandas,large,15,6d2c57fa010c12f21f700034b5651519670b9b9d,2013-05-14,50398,2,multi,373,DataFrame.ix losing row ordering when index has duplicates,"['pandas/core/index.py', 'pandas/core/indexing.py']"
pandas,large,18,dc86509b44b3fb0cd9a1a6d6ed564b082dc50848,2019-04-20,124768,1,single,794,Doc for HDFStore compression unclear on what the default value of None does,['pandas/io/pytables.py']
pandas,large,19,ad24759871ea43131711cfce1e5fc69c06d82956,2017-07-14,97381,2,multi,125,CLN: private impl of OrderedDefaultDict can be removed,"['pandas/core/panel.py', 'pandas/compat/__init__.py']"
pandas,large,20,c482b5727e3bd98b6f9780e51615791e413d542d,2020-06-14,136210,1,single,3829,HDF5: empty groups and keys,['pandas/io/pytables.py']
pandas,large,22,48d0460ab9acbee223bae1be699344f8fd232224,2017-10-04,99825,3,multi,246,DEPR: filter & select,"['pandas/core/common.py', 'pandas/core/generic.py', 'pandas/core/indexing.py']"
pandas,large,23,05123af1b2f8db1bc4f05c22515ef378cbeefbd3,2011-07-19,14191,4,multi,25,Sparse cumsum functions do not work,"['pandas/core/frame.py', 'pandas/core/generic.py', 'pandas/core/series.py', 'pandas/core/sparse.py']"
pandas,large,24,65c0441a41b2dcaeebb648274d30978419a8661a,2019-03-15,125529,1,single,3703,to_datetime should support ISO week year,['pandas/core/tools/datetimes.py']
pandas,large,25,df2fb490a58f272067b33aad372bb4fe2393bb93,2014-05-30,68601,2,multi,648,API: Should Index.min and max use nanmin and nanmax?,"['pandas/core/base.py', 'pandas/tseries/index.py']"
pandas,large,26,abd5333e7a3332921707888de9621c52dd3408e6,2014-09-12,72353,2,multi,757,tz_localize should support is_dst input array,"['pandas/core/generic.py', 'pandas/tseries/index.py']"
pandas,large,27,a9421af1aac906cc38d025ed5db4a2b55cb8b9bc,2017-07-11,97381,1,single,2604,SparseDataFrame constructor has horrible performance for df with many columns,['pandas/core/sparse/frame.py']
pandas,large,28,ba48fc4a033f11513fa2dd44c946e18b7bc27ad2,2019-05-24,125367,2,multi,875,DOC: test new sphinx 2 release,"['pandas/core/indexes/interval.py', 'pandas/core/indexes/base.py']"
pandas,large,30,636dd01fdacba0c8f0e7b5aaa726165983fc861d,2018-06-08,111912,1,single,1754,JSON nested_to_record Silently Drops Top-Level None Values,['pandas/io/json/normalize.py']
pandas,large,32,a797b28c87d90a439dfa2c12b4a11e62bf0d6db2,2014-07-16,70433,3,multi,4261,"BUG: df.apply handles np.timedelta64 as timestamp, should be timedelta","['pandas/core/internals.py', 'pandas/core/frame.py', 'pandas/core/series.py']"
pandas,large,33,fcb0263762a31724ba6db39bf1564569dda068a0,2017-07-17,97495,1,single,1334,ValueError on df.columns.isin(pd.Series()),['pandas/core/algorithms.py']
pandas,large,34,0e8331f85cde8db2841aad92054d8e896e88fcef,2023-02-09,178709,3,multi,1097,DOC fix EX02 errors in docstrings,"['pandas/plotting/_core.py', 'pandas/plotting/_misc.py', 'pandas/core/dtypes/common.py']"
pandas,large,35,2e087c7841aec84030fb489cec9bfeb38fe8086f,2015-05-06,78468,1,single,635,iloc breaks on read-only dataframe,['pandas/src/generate_code.py']
pandas,large,37,03e58585036c83ca3d4c86d7d3d7ede955c15130,2020-12-04,144370,1,single,4420,BUG: ValueError is mistakenly raised if a numpy array is assigned to a pd.Series of dtype=object and both have the same length,['pandas/core/indexers.py']
pandas,large,38,f09d514cf0b09e65baf210a836de04e69b208cef,2022-11-09,177587,2,multi,2628,BUG: Getting FutureWarning for Groupby.mean when using .pivot_table,"['pandas/core/reshape/pivot.py', 'pandas/util/_exceptions.py']"
pandas,large,39,e226bacd9e0d69ce3a81abfa09ae850f4610f888,2014-09-06,72242,1,single,490,BUG: groupby.count() on different dtypes seems buggy,['pandas/core/groupby.py']
pandas,large,40,9ea0d4485e77c95ff0d8766990ab55d43472b66e,2013-08-21,55664,4,multi,887,BUG: astype assignment via iloc/loc not working,"['pandas/core/internals.py', 'pandas/core/common.py', 'pandas/core/indexing.py', 'pandas/core/groupby.py']"
pandas,large,41,70435eba769c6bcf57332306455eb70db9fa1111,2021-04-18,156498,1,single,3559,BUG: qcut fails with Float64Dtype,['pandas/core/reshape/tile.py']
pandas,large,42,38afa9310040f1bd4fb122008e96fe6d719b12a2,2018-03-15,107107,1,single,267,Clean: Categorical.fillna NaN in categories checking,['pandas/core/arrays/categorical.py']
pandas,large,43,2dad23f766790510d09e66f1e02b57a395d479b1,2015-04-13,77336,1,single,240,timedelta string conversion requires two-digit hour value,['pandas/tseries/timedeltas.py']
pandas,large,44,b03df731095154e94d23db51d11df5dd736622f8,2013-06-18,53264,2,multi,2636,Access DateTimeIndexed dataframe by timestamp,"['pandas/tseries/index.py', 'pandas/core/indexing.py']"
pandas,large,46,5de6b84f5117b005a8f010d4510a758b50f3d14e,2016-01-26,88328,1,single,365,DataFrame.merge with Series should give nice error message,['pandas/tools/merge.py']
pandas,large,47,a3c0e7bcfb8bbe9ca45df7e571a305d403e0f066,2021-12-22,167693,1,single,1354,API/DEPR: int downcasting in DataFrame.where,['pandas/core/internals/blocks.py']
pandas,large,48,32f789fbc5d5a72d9d1ac14935635289eeac9009,2023-03-29,180650,1,single,3527,BUG: Inconsistent behavior with `groupby/min` and `observed=False` on categoricals between 2.0 and 2.1,['pandas/core/groupby/ops.py']
pandas,large,49,8924277fa3dbe775f46e679ab8bd97b293e465ea,2021-07-28,160893,1,single,2856,BUG: groupby.shift return keys filled with `fill_value` when `fill_value` is specified,['pandas/core/groupby/groupby.py']
pandas,large,50,92093457ca13ba037257d0b8d41735268535c84f,2013-05-20,51949,4,multi,272,Unintuitive default behavior with wide DataFrames in the IPython notebook,"['pandas/core/common.py', 'pandas/core/frame.py', 'pandas/core/config_init.py', 'pandas/core/format.py']"
pandas,large,51,a214915e241ea15f3d072d54930d0e0c8f42ee10,2018-02-09,102009,1,single,1299,Rank With 'method=first' Broken for Objects,['pandas/core/groupby.py']
pandas,large,52,679dbd021eccc238e422057009365e2ee1c04b25,2019-07-06,133855,1,single,741,"""on"" argument of DataFrame.rolling only works for datetime columns",['pandas/core/window.py']
pandas,large,53,940104efc9e708bc93744dfaa36c9492b03b1ca4,2018-12-03,122000,1,single,5151,BUG: New feature allowing merging on combination of columns and index levels drops levels of index,['pandas/core/reshape/merge.py']
pandas,large,56,2067d7e306ae720d455f356e4da21f282a8a762e,2020-09-11,141111,6,multi,977,BUG/QST: Series.transform with a dictionary,"['pandas/core/aggregation.py', 'pandas/core/base.py', 'pandas/core/generic.py', 'pandas/core/frame.py', 'pandas/core/series.py', 'pandas/core/shared_docs.py']"
pandas,large,57,889c2ff67af14213e8ed065df2957b07e34ac95b,2020-04-08,135383,3,multi,184,TST: add Feather V2 round-trip test,"['pandas/io/feather_format.py', 'pandas/core/frame.py', 'doc/source/conf.py']"
pandas,large,60,be61825986ba565bc038beb2f5df2750fc1aca30,2016-08-28,92191,5,multi,1318,Call unique() on a timezone aware datetime series returns non timezone aware result,"['pandas/indexes/base.py', 'pandas/core/base.py', 'pandas/core/series.py', 'pandas/tseries/base.py', 'pandas/indexes/category.py']"
pandas,large,61,c4a996adfc91f023b46ce3cb67e33fc8b2ca3627,2015-02-08,76611,1,single,1398,Improve error message in plotting.py's _plot,['pandas/tools/plotting.py']
